task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
ult_126,8034,function_spec,UnLeakedTestBench,Python,"Function `perms_canonical_labels_from` should r"""""" Return canonical labels for ``x``, ``y`` that starts at ``j0``.",True,missing_trigger,minor,test_oracle_derived
ult_127,8060,function_spec,UnLeakedTestBench,Python,Function `add2chain2nd` should Creates a 2nd order markov chain.,True,missing_trigger,minor,test_oracle_derived
ult_128,8162,function_spec,UnLeakedTestBench,Python,Function `_recursive_rectangles` should The meat of the algorithm.,True,missing_trigger,minor,test_oracle_derived
ult_129,8396,function_spec,UnLeakedTestBench,Python,Function `rail_fence_encrypt` should encrypt function that gets string and key and uses rail fence cipher.,True,missing_trigger,minor,test_oracle_derived
ult_130,8461,function_spec,UnLeakedTestBench,Python,"Function `num_agreeing_tuples` should same as num_swaps, but for ktuples.",True,missing_trigger,minor,test_oracle_derived
ult_131,8475,function_spec,UnLeakedTestBench,Python,Function `make_dp` should This function makes a table of target sum equal to the value.,True,missing_trigger,minor,test_oracle_derived
ult_132,8497,function_spec,UnLeakedTestBench,Python,Function `check_para_tilling` should Check the consistency between number of core / processors and domains.,True,missing_trigger,minor,test_oracle_derived
ult_133,8635,function_spec,UnLeakedTestBench,Python,Function `b_TP_FN_sentence` should dogru ve yanlis ogrenilmis kelime sayisi.,True,missing_trigger,minor,test_oracle_derived
ult_134,8636,function_spec,UnLeakedTestBench,Python,Function `TP_FN_sentence` should dogru ve yanlis ogrenilmis kelime sayisi.,True,missing_trigger,minor,test_oracle_derived
ult_135,8685,function_spec,UnLeakedTestBench,Python,Function `Neighbourgs` should Function to fill the final mesh file.,True,missing_trigger,minor,test_oracle_derived
ult_136,8694,function_spec,UnLeakedTestBench,Python,Function `_dim_compressor` should Helper function for ``dim_compress`` that does the heavy lifting.,True,missing_trigger,minor,test_oracle_derived
ult_137,8830,function_spec,UnLeakedTestBench,Python,Function `find_gridsize` should Finds minimum dimensions for a grid.,True,missing_trigger,minor,test_oracle_derived
ult_138,8959,function_spec,UnLeakedTestBench,Python,Function `simple_filler` should fill in black gaps and whites ending sequences. The overlap algorithm might miss these.,True,missing_trigger,minor,test_oracle_derived
ult_139,8978,function_spec,UnLeakedTestBench,Python,Function `updateRHS` should updateRHS is a kernelinternal function. Produces Fortran code with arithmetic expression corresponding to the RHS or an update of the RHS.,False,,none,test_oracle_derived
ult_140,9076,function_spec,UnLeakedTestBench,Python,Function `poker_hand` should Formatted print of a hand of cards.,True,missing_trigger,minor,test_oracle_derived
ult_141,9287,function_spec,UnLeakedTestBench,Python,Function `Merge` should Conquer method that just compares the middle and next to middle element and decides the state based on the previous persisted state.,False,,none,test_oracle_derived
ult_142,9312,function_spec,UnLeakedTestBench,Python,Function `local_computecov` should Computes the local cov value Ls = local entry start Le = local entry end Ts = true start of core gene Te = true end of core gene.,True,missing_trigger,minor,test_oracle_derived
ult_143,9513,function_spec,UnLeakedTestBench,Python,"Function `calcfwhm` should calcfwhm(x,y) with input x,y vector this function calculate fwhm and return (fwhm,xpeak,ymax) x input independent variable y input dependent variable fwhm return full width half maximum xpeak return x value at y = ymax.",False,,none,test_oracle_derived
ult_144,9518,function_spec,UnLeakedTestBench,Python,"Function `get_robot_angles` should Creates a mapping from human finger flexion angles to robot commands. For the flexion angles of thumb, index and middle finger a high value for the human angle should result in a low value for the robotic hand angle. Contrarily, for the spread angle between index and middle finger a high value for the human angle should result in a high value for the robotic hand angle. The two code blocks are very similar, in that they clip the robotic hand angle to its specified maximum / minimum values if nec
...[truncated].",False,,none,test_oracle_derived
ult_145,9626,function_spec,UnLeakedTestBench,Python,Function `normalizeDate` should Change date tokens to MMDDYYYY format.,True,missing_trigger,minor,test_oracle_derived
ult_146,9656,function_spec,UnLeakedTestBench,Python,Function `divide_num_by_weights_and_round` should Divide up the input value (an integer) by the pieces according to the specified weights and round the return values. Notes.,True,missing_trigger,minor,test_oracle_derived
ult_147,9897,function_spec,UnLeakedTestBench,Python,Function `get_inout_dims` should Calculate input and output dimension for the MLP of state and output.,True,missing_trigger,minor,test_oracle_derived
ult_148,9923,function_spec,UnLeakedTestBench,Python,Function `steerShip` should Steer ship by command directions.,True,missing_trigger,minor,test_oracle_derived
ult_149,9955,function_spec,UnLeakedTestBench,Python,Function `extract_css_rule` should Extracts single CSS selector definition from source code {String} content CSS source code.,True,missing_trigger,minor,test_oracle_derived
ult_150,10084,function_spec,UnLeakedTestBench,Python,Function `color_variant` should Make a color darker or lighter. Shift a color towards more darker (negative ``brightness_offset``) or more lighter (positive ``brightness_offset``).,True,missing_trigger,minor,test_oracle_derived
ult_151,10091,function_spec,UnLeakedTestBench,Python,Function `add_dummy_tags` should Turns '(NP The tagless tree)' into '(NP ( The) ( tagless) ( tree))'.,True,missing_trigger,minor,test_oracle_derived
ult_152,10159,function_spec,UnLeakedTestBench,Python,Function `_lcsmatrix` should compute the LCS matricx of 2 sequecnce.,True,missing_trigger,minor,test_oracle_derived
ult_153,10167,function_spec,UnLeakedTestBench,Python,"Function `get_number_shards` should Returns number of shards for num_examples of total_size in bytes. Each shard should be at least 128MB. A pod has 1616=256 TPU devices containing 1024 TPU chips (2048 cores). So if the dataset is large enough, we want the number of shards to be a multiple of 1024, but with shards as big as possible. If the dataset is too small, we want the number of shards to be a power of two so it distributes better on smaller TPU configs (8, 16, 32, ... cores).",True,ambiguous_term,minor,test_oracle_derived
ult_154,10235,function_spec,UnLeakedTestBench,Python,Function `find_sim_position` should for a given time find where the sim is located.,False,,none,test_oracle_derived
ult_155,10283,function_spec,UnLeakedTestBench,Python,"Function `updateBall` should computes the new ball position given the position of both paddles, its own postion and direction, also provides the score.",False,,none,test_oracle_derived
ult_156,10301,function_spec,UnLeakedTestBench,Python,Function `ball_movement` should a function that controls the ball movement.,True,missing_trigger,minor,test_oracle_derived
ult_157,10340,function_spec,UnLeakedTestBench,Python,"Function `edit_modified_distance_dp` should This function takes 'pattern' and 'text' nucleotide sequences and compares them forming the DP matrix, which contains the path of the optimal alignment. It uses a modified version of the edit distance approach, which contemplates the presence of transpositions of 2 bases (its score is also 1). PARAMETERS.",True,missing_trigger,minor,test_oracle_derived
ult_158,10352,function_spec,UnLeakedTestBench,Python,Function `poker_test` should Test that returns ammount of 16 different combinations of bits.,True,missing_trigger,minor,test_oracle_derived
ult_159,10450,function_spec,UnLeakedTestBench,Python,Function `follow_movements` should Follow the movements as described in part 1.,True,missing_trigger,minor,test_oracle_derived
ult_160,10517,function_spec,UnLeakedTestBench,Python,Function `replaceArray` should Replaces json arrays with pseudo arrays for firebaseStr.,False,,none,test_oracle_derived
ult_161,10682,function_spec,UnLeakedTestBench,Python,Function `draw_line_bressenham` should Create a line from start to end in a 3D coordinate space using Bresenham's line algorithm.,True,missing_trigger,minor,test_oracle_derived
ult_162,10740,function_spec,UnLeakedTestBench,Python,Function `BLDC_ideal_commutator` should Calculates impulses for inverter gates.,True,missing_trigger,minor,test_oracle_derived
ult_163,10759,function_spec,UnLeakedTestBench,Python,Function `check_short_utt` should Check if the utterance is too short for subsampling.,False,,none,test_oracle_derived
ult_164,10807,function_spec,UnLeakedTestBench,Python,"Function `levenshtein_shortcircuit_dist` should iterative_levenshtein(s, t) > ldist ldist is the Levenshtein distance between the strings s and t. For all i and j, dist[i,j] will contain the Levenshtein distance between the first i characters of s and the first j characters of t.",True,missing_trigger|overly_broad_requirement,minor,test_oracle_derived
ult_165,10826,function_spec,UnLeakedTestBench,Python,Function `make_sql_select_command` should Make SQL select command. table_header_list list of columns to be selected where_columns column names for where clause where_options operator for where clause where_values variable for where clause where_bools boolean for where clause group group name for GROUP BY clause having_columns.,False,,none,test_oracle_derived
ult_166,10881,function_spec,UnLeakedTestBench,Python,"Function `unionruns` should Compute the union of a sequence of iterables of intervals. The intervals are in (start, length) format. Good for combining the last frame's spritecovered dirty tiles (things to erase) with this frame's changed and spritecovered tiles (things to draw).",False,,none,test_oracle_derived
ult_167,10923,function_spec,UnLeakedTestBench,Python,Function `horizontalMaxs` should metodo che data in ingresso un array 'a' riporti in uscita le posizioni e i valori dei 2 elementi di 'a' che hanno valore massimo tra i massimi locali.,True,missing_trigger,minor,test_oracle_derived
ult_168,11126,function_spec,UnLeakedTestBench,Python,"Function `time_difference_good_format` should From two seconds time, compute the difference and give a relevant string of that time delta.",True,missing_trigger,minor,test_oracle_derived
ult_169,11128,function_spec,UnLeakedTestBench,Python,Function `pre_processing` should Prepare the input string to feed into the model.,True,missing_trigger,minor,test_oracle_derived
ult_170,11184,function_spec,UnLeakedTestBench,Python,"Function `letter_extremal_occurrences` should r"""""" Return the set of letterextremal occurrences of ``u`` in ``w``. An occurrence is letterextremal if the letters can not move inside the occurrence. This is a subset of all occurrences of ``u`` in ``w`` but much that defines the same convex hull.",False,,none,test_oracle_derived
ult_171,11272,function_spec,UnLeakedTestBench,Python,Function `get_round_type` should Return team round types for a given dollar amount.,False,,none,test_oracle_derived
ult_172,11314,function_spec,UnLeakedTestBench,Python,"Function `extract_cluster_amount` should Amount of clustering that can be allocated using specifiedradius for ordering diagram. When growth of reachabilitydistances is detected than it is considered as a start point of cluster, than pick is detected and after that recession is observed until new growth (that means end of the current cluster and start of a new one) or end of diagram.",False,,none,test_oracle_derived
ult_173,11385,function_spec,UnLeakedTestBench,Python,Function `extend_alignment` should Align the rseq to the genome in the specified position. Return the last position of the read mapped to the genome. Use local alignment.,True,missing_trigger,minor,test_oracle_derived
ult_174,11443,function_spec,UnLeakedTestBench,Python,Function `Compress` should Compresses redundant moves to be more efficient.,True,missing_trigger,minor,test_oracle_derived
ult_175,11463,function_spec,UnLeakedTestBench,Python,Function `actual_exon_numbers` should Takes a string from transcript name Returns list of actual exon numbers in transcript.,True,missing_trigger,minor,test_oracle_derived
ult_176,11467,function_spec,UnLeakedTestBench,Python,Function `rsplit_longest_suffix` should Splitout longest matching suffix from uniform name string.,True,missing_trigger,minor,test_oracle_derived
ult_177,11573,function_spec,UnLeakedTestBench,Python,Function `compute_right` should Precompute the prefix maximal content`k` subwords of `word`.,True,missing_trigger,minor,test_oracle_derived
ult_178,11639,function_spec,UnLeakedTestBench,Python,Function `get_nearest_week_time` should hour 023 min 059 sec 059 wday 17.,True,missing_trigger,minor,test_oracle_derived
ult_179,11677,function_spec,UnLeakedTestBench,Python,Function `dinamic` should calculeaza cel mai lung subsir comun a doua siruri.,True,missing_trigger,minor,test_oracle_derived
ult_180,11696,function_spec,UnLeakedTestBench,Python,"Function `char_span_to_token_span` should Converts a character span from a passage into the corresponding token span in the tokenized version of the passage. If you pass in a character span that does not correspond to complete tokens in the tokenized version, we'll do our best, but the behavior is officially undefined. We return an error flag in this case, and have some debug logging so you can figure out the cause of this issue (in SQuAD, these are mostly either tokenization problems or annotation problems; there's a fair amount of bot
...[truncated].",False,,none,test_oracle_derived
ult_181,11800,function_spec,UnLeakedTestBench,Python,Function `areas_not_covered` should return list of areas not covered by contigs.,True,missing_trigger,minor,test_oracle_derived
ult_182,11858,function_spec,UnLeakedTestBench,Python,"Function `number_of_trees_bin_nt_partial` should Gives the number of phylogenetic trees on n taxa with l leaves, N nodes, e of them being elementary. Assume binary trees with nested taxa.",False,,none,test_oracle_derived
ult_183,11975,function_spec,UnLeakedTestBench,Python,Function `process_spaces` should Function to process spaces in text lines for preformatted notes.,True,missing_trigger,minor,test_oracle_derived
ult_184,12235,function_spec,UnLeakedTestBench,Python,Function `seg_label_to_cmd_and_ref` should Convert digit representation of a number into word representation.,True,missing_trigger,minor,test_oracle_derived
ult_185,12405,function_spec,UnLeakedTestBench,Python,Function `parse_received` should Parses the received text to extract its content.,True,missing_trigger,minor,test_oracle_derived
ult_186,12419,function_spec,UnLeakedTestBench,Python,Function `getNewCoordsAlongDirection` should Y coordinates starts from top left.,True,missing_trigger,minor,test_oracle_derived
ult_187,12542,function_spec,UnLeakedTestBench,Python,Function `find_integers` should Compute integers for offdiagonal supercell matrix elements Called by find_nondiagonal().,True,missing_trigger,minor,test_oracle_derived
ult_188,12725,function_spec,UnLeakedTestBench,Python,Function `date_dif_precomputed` should Enhanced version of date_dif_loops function that uses precomputed array which contains ammount of dates between two months.,True,missing_trigger,minor,test_oracle_derived
ult_189,12761,function_spec,UnLeakedTestBench,Python,"Function `drains_to` should Returns coordinates ot the cell cupplied row,col drains into immediately Returns (None, None) if supplied row, col is a sink.",False,,none,test_oracle_derived
ult_190,12803,function_spec,UnLeakedTestBench,Python,"Function `movement_of_standard_element` should Take empty square located at target, move it to value, then transport value to target.",True,missing_trigger,minor,test_oracle_derived
ult_191,12821,function_spec,UnLeakedTestBench,Python,Function `replace_repeated` should Substitui os caracteres repetidos pelo corte pmx.,True,missing_trigger,minor,test_oracle_derived
ult_192,12824,function_spec,UnLeakedTestBench,Python,Function `match_diagonal_right_left` should Diagonally match a word's characters with those in the word search. Diagonally match a word's characters with those in the word search going from topright to bottomleft or bottomleft to topright.,False,,none,test_oracle_derived
ult_193,13054,function_spec,UnLeakedTestBench,Python,Function `search_largest_product` should searches and returns the largest product of 'seq_length' adjacent numbers in 'grid'.,True,missing_trigger,minor,test_oracle_derived
ult_194,13099,function_spec,UnLeakedTestBench,Python,"Function `rare_second_digits` should Given the first and last digits, return tuples of all possible second, secondfromlast digits in a rare number.",True,overly_broad_requirement,minor,test_oracle_derived
ult_195,13103,function_spec,UnLeakedTestBench,Python,Function `matchCorrectProjectName` should Match a Partners name to a stardarized name.,True,missing_trigger,minor,test_oracle_derived
ult_196,13149,function_spec,UnLeakedTestBench,Python,"Function `_cigar_to_index` should Use the Cigar tuple to get indices of genomealigned region w.r.t. contig Indices are SLICES, i.e. zerobased index of the first matching position and the first pasttheend position. Alignment length is rpos lpos.",True,missing_trigger,minor,test_oracle_derived
ult_197,13184,function_spec,UnLeakedTestBench,Python,Function `calculate_data_packet_size` should Only for packet that contains streamed data.,True,missing_trigger,minor,test_oracle_derived
ult_198,13344,function_spec,UnLeakedTestBench,Python,Function `get_rgb_filters` should Compute which filters to use to make an RGB cutout.,True,missing_trigger,minor,test_oracle_derived
ult_199,13498,function_spec,UnLeakedTestBench,Python,"Function `_dicom_orientation_string` should Given a 3item list (or other iterable) that represents a normal vector to the ""imaging"" plane, this function determines the orientation of the vector in 3dimensional space. It returns a tuple of (angle, orientation) in which angle is e.g. ""Tra"" or ""Tra>Cor 6"" or ""Tra>Sag 14.1 >Cor 9.3"" and orientation is e.g. ""Sag"" or ""CorTra"". For double angulation, errors in secondary angle occur that may be due to rounding errors in internal Siemens software, which calculates row and column vectors.",False,,none,test_oracle_derived
ult_200,13514,function_spec,UnLeakedTestBench,Python,Function `countPenaltyForCurriculumCompactness` should Count curriculum compactness penalty for one curriculum.,True,missing_trigger,minor,test_oracle_derived
llmorph_001,1,testing_rule_spec,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> + <Expr> -> <Expr> - <Expr>`, the mutator should replace + operator in binary expression with -. The rule only applies to ""+""-expressions. The rewritten expression should contain ""-"" instead.",False,,none,rule_spec_derived
llmorph_002,2,testing_rule_spec,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> === <Expr> -> <Expr> !== <Expr>`, the mutator should replace === operator in condition with !==. The rule only applies to ""===""-expressions. The rewritten expression should contain ""!=="" instead.",False,,none,rule_spec_derived
llmorph_003,3,testing_rule_spec,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> !== <Expr> -> <Expr> === <Expr>`, the mutator should replace !== operator in condition with ===. The rule only applies to ""!==""-expressions. The rewritten expression should contain ""==="" instead.",False,,none,rule_spec_derived
llmorph_004,4,testing_rule_spec,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `<Expr> || {} -> <Expr>`, the mutator should replace binary || expression with its first operand if the second operand is an empty object literal. The rule applies only to ""||""-expressions. The rewritten expression should not contain ""{}"" anymore.",True,missing_actor|inconsistent_condition,major,rule_spec_derived
llmorph_005,5,testing_rule_spec,LLMorpheus,JavaScript/TypeScript,"For JavaScript mutation testing, when a code line matches `return <Expr>; -> return !<Expr>;`, the mutator should negate expression, but ONLY in a return statement. The rule only applies to return statements. The rewritten expression should contain ""!"".",True,missing_actor,minor,rule_spec_derived
jstvr_001,responsiveprocess.com/mutant1/mutant1.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.75em to [0.75%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_002,denondj.com/mutant27/mutant27.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.0em to [0.0%,  auto,  1.0625rem] in.",True,missing_actor,minor,mutation_description_derived
jstvr_003,responsiveprocess.com/mutant30/mutant30.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_004,responsiveprocess.com/mutant20/mutant20.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <li class=""content""><a href=""#deploy"">Deploy</a> </li>.",False,,none,mutation_description_derived
jstvr_005,issta.cispa/mutant11/mutant11.txt,layout_change_spec,jstvr-webpages/issta.cispa,HTML/CSS,"For responsive layout regression testing on `issta.cispa`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <li id=""menu-item-44"" class=""menu-item-type-post_type menu-item-object-page menu-item-44 footer-nav-menu""><a title=""Organization"" href=""https://issta2016.cispa.saarland/?page_id=42"">Organization</a></li>.",False,,none,mutation_description_derived
jstvr_006,issta.cispa/mutant17/mutant17.txt,layout_change_spec,jstvr-webpages/issta.cispa,HTML/CSS,"For responsive layout regression testing on `issta.cispa`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_007,ashtonsnook.com/mutant23/mutant23.txt,layout_change_spec,jstvr-webpages/ashtonsnook.com,HTML/CSS,"For responsive layout regression testing on `ashtonsnook.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_008,ashtonsnook.com/mutant15/mutant15.txt,layout_change_spec,jstvr-webpages/ashtonsnook.com,HTML/CSS,"For responsive layout regression testing on `ashtonsnook.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""logo-rights visible-lg col-md-5 toggle-right"">.",False,,none,mutation_description_derived
jstvr_009,paydemand.com/mutant10/mutant10.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <i class=""fa cssanimations"" style=""font-size:18px;""></i>.",False,,none,mutation_description_derived
jstvr_010,denondj.com/mutant3/mutant3.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <a href=""http://denondj.com/#"">Support </a>.",True,missing_actor|overly_broad_requirement,minor,mutation_description_derived
jstvr_011,shield.com/mutant3/mutant3.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from 750.0 to 755.0.",True,missing_actor,minor,mutation_description_derived
jstvr_012,teamtreehouse.com/mutant1/mutant1.txt,layout_change_spec,jstvr-webpages/teamtreehouse.com,HTML/CSS,"For responsive layout regression testing on `teamtreehouse.com`, the page should preserve the intended layout behavior after this mutant change: Changed value from 768.0 to 769.0 in.",True,missing_actor,minor,mutation_description_derived
jstvr_013,denondj.com/mutant7/mutant7.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <html class=""js flexbox flexboxlegacy canvastext webgl no-touch geolocation postmessage websqldatabase indexeddb hashchange history draganddrop websockets rgba hsla multiplebgs backgroundsize borderimage borderradius boxshadow textshadow opacity cssanimations csscolumns cssgradients cssreflections csstransforms csstransforms3d csstransitions fontface generatedcontent video audio localstorage sessionstorage webworkers applicationcache svg inlinesvg smil svgclippaths"" lang.",False,,none,mutation_description_derived
jstvr_014,reserve.com/mutant22/mutant22.txt,layout_change_spec,jstvr-webpages/reserve.com,HTML/CSS,"For responsive layout regression testing on `reserve.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from 0.0 to 10.0.",True,missing_actor,minor,mutation_description_derived
jstvr_015,paydemand.com/mutant26/mutant26.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_016,teamtreehouse.com/mutant8/mutant8.txt,layout_change_spec,jstvr-webpages/teamtreehouse.com,HTML/CSS,"For responsive layout regression testing on `teamtreehouse.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div aria-label=""Video Player"" class=""mejs-container svg no-controls chrome"" id=""mep_0"" role=""application"" tabindex=""0"">.",False,,none,mutation_description_derived
jstvr_017,issta.cispa/mutant24/mutant24.txt,layout_change_spec,jstvr-webpages/issta.cispa,HTML/CSS,"For responsive layout regression testing on `issta.cispa`, the page should preserve the intended layout behavior after this mutant change: Changed value from 768.0 to 766.0 in.",True,missing_actor,minor,mutation_description_derived
jstvr_018,getbootstrap.com/mutant16/mutant16.txt,layout_change_spec,jstvr-webpages/getbootstrap.com,HTML/CSS,"For responsive layout regression testing on `getbootstrap.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_019,paydemand.com/mutant24/mutant24.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 320.0em to [320.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_020,paydemand.com/mutant29/mutant29.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_021,teamtreehouse.com/mutant13/mutant13.txt,layout_change_spec,jstvr-webpages/teamtreehouse.com,HTML/CSS,"For responsive layout regression testing on `teamtreehouse.com`, the page should preserve the intended layout behavior after this mutant change: Changed value from 959.0 to 961.0 in.",True,missing_actor,minor,mutation_description_derived
jstvr_022,teamtreehouse.com/mutant19/mutant19.txt,layout_change_spec,jstvr-webpages/teamtreehouse.com,HTML/CSS,"For responsive layout regression testing on `teamtreehouse.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to min-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_023,bittorrent.com/mutant30/mutant30.txt,layout_change_spec,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_024,bittorrent.com/mutant19/mutant19.txt,layout_change_spec,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <span class=""feature-icon btn"">&nbsp;</span>.",False,,none,mutation_description_derived
jstvr_025,bittorrent.com/mutant22/mutant22.txt,layout_change_spec,jstvr-webpages/bittorrent.com,HTML/CSS,"For responsive layout regression testing on `bittorrent.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <a href=""http://www.bittorrent.com/advertise"">Advertise sit amet, consetetur</a>.",True,missing_actor,minor,mutation_description_derived
jstvr_026,rebeccamade.com/mutant6/mutant6.txt,layout_change_spec,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_027,aftrnoon.com/mutant6/mutant6.txt,layout_change_spec,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Changed expression to max-width in.",True,missing_actor,minor,mutation_description_derived
jstvr_028,aftrnoon.com/mutant1/mutant1.txt,layout_change_spec,jstvr-webpages/aftrnoon.com,HTML/CSS,"For responsive layout regression testing on `aftrnoon.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 1.5625em to [1.5625%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_029,coursera.com/mutant21/mutant21.txt,layout_change_spec,jstvr-webpages/coursera.com,HTML/CSS,"For responsive layout regression testing on `coursera.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""c-offering-tiles"" data-reactid="".ukzz6x69s0.0.1.1.1.$Most Popular.1.0.4.$SpO4HBnoEeWjrA6seF25aw"">.",False,,none,mutation_description_derived
jstvr_030,denondj.com/mutant30/mutant30.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed content in <span class=""tooltipHeight"" id=""vpHeight""></span>.",False,,none,mutation_description_derived
jstvr_031,namemesh.com/mutant9/mutant9.txt,layout_change_spec,jstvr-webpages/namemesh.com,HTML/CSS,"For responsive layout regression testing on `namemesh.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""panel-danger text-center"">.",False,,none,mutation_description_derived
jstvr_032,responsiveprocess.com/mutant29/mutant29.txt,layout_change_spec,jstvr-webpages/responsiveprocess.com,HTML/CSS,"For responsive layout regression testing on `responsiveprocess.com`, the page should preserve the intended layout behavior after this mutant change: Changed term from 110.0 to 112.0.",True,missing_actor,minor,mutation_description_derived
jstvr_033,paydemand.com/mutant4/mutant4.txt,layout_change_spec,jstvr-webpages/paydemand.com,HTML/CSS,"For responsive layout regression testing on `paydemand.com`, the page should preserve the intended layout behavior after this mutant change: Changed value from 767.0 to 775.0 in.",True,missing_actor,minor,mutation_description_derived
jstvr_034,shield.com/mutant27/mutant27.txt,layout_change_spec,jstvr-webpages/shield.com,HTML/CSS,"For responsive layout regression testing on `shield.com`, the page should preserve the intended layout behavior after this mutant change: Added a class to element.",False,,none,mutation_description_derived
jstvr_035,annettescreations.net/mutant10/mutant10.txt,layout_change_spec,jstvr-webpages/annettescreations.net,HTML/CSS,"For responsive layout regression testing on `annettescreations.net`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 600.0em to [600.0%] in.",True,missing_actor,minor,mutation_description_derived
jstvr_036,rebeccamade.com/mutant23/mutant23.txt,layout_change_spec,jstvr-webpages/rebeccamade.com,HTML/CSS,"For responsive layout regression testing on `rebeccamade.com`, the page should preserve the intended layout behavior after this mutant change: Removed a class from element.",False,,none,mutation_description_derived
jstvr_037,getbootstrap.com/mutant7/mutant7.txt,layout_change_spec,jstvr-webpages/getbootstrap.com,HTML/CSS,"For responsive layout regression testing on `getbootstrap.com`, the page should preserve the intended layout behavior after this mutant change: Changed class in element <div class=""col-sm-3 col-xs-6"">.",False,,none,mutation_description_derived
jstvr_038,denondj.com/mutant17/mutant17.txt,layout_change_spec,jstvr-webpages/denondj.com,HTML/CSS,"For responsive layout regression testing on `denondj.com`, the page should preserve the intended layout behavior after this mutant change: Changed UNIT in 0.0 to [0.0%] in.",True,missing_actor,minor,mutation_description_derived
